session_uuid,item_id,qty_delta,category
03eb7179-8430-48a3-9a50-3cae65909a2d,868,25.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1079,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1631,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,805,30.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,1623,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,566,300.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,11237,40.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,11232,120.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,13441,5.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,19681,1.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,565,250.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,2434,-20.25,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,379,-8.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,892,150.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,9243,-350.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,4697,-205.0,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,563,675.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,13510,4.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,560,675.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,2552,-1.625,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,830,450.0,LOOT
03eb7179-8430-48a3-9a50-3cae65909a2d,23733,-4.75,SUPPLY
03eb7179-8430-48a3-9a50-3cae65909a2d,365,-5.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,565,350.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,9243,-182.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,23733,-2.5,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,830,300.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,805,60.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,560,300.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,13510,2.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,24364,1.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,2434,-10.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,1305,1.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,566,350.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,4697,-99.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,2552,-1.25,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,19582,40.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,11232,80.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,892,225.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,811,20.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,536,63.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,379,-8.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,11951,-1.25,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,13441,4.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,561,-19.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,995,446180.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,1747,132.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,28893,-3.0,SUPPLY
89996cf5-1599-469d-a54b-59f73ec69339,563,371.0,LOOT
89996cf5-1599-469d-a54b-59f73ec69339,985,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,9243,-81.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,23733,-1.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,830,150.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,1079,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,560,225.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,13510,2.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,24364,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,4697,-45.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,566,150.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,2552,-0.5,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,892,225.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,811,20.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,536,26.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,379,-9.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,11951,-0.75,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,13441,1.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,561,-9.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,995,186980.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,1747,54.0,LOOT
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,28893,-19.0,SUPPLY
9e1d9694-642e-4ba7-839d-8dcff4e1a53e,563,150.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,565,100.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,19582,80.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,811,20.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,563,147.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,443,100.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,13510,2.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,995,244671.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,379,-1.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,560,150.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,19679,1.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,452,3.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,2434,-7.25,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,23733,-1.5,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,892,75.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,9243,-84.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,1747,68.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,11951,-0.75,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,2552,-0.5,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,561,-12.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,13441,4.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,4697,-63.0,SUPPLY
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,19681,1.0,LOOT
9c6e3ba0-76b2-475a-b3bf-3f38d6625e87,830,150.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,19677,1.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,4697,-254.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,995,1136538.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,892,600.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,1079,1.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,11237,40.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,2434,-23.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,536,148.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,23733,-5.75,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,11951,-2.75,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,1127,1.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,11993,20.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,24364,1.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,1747,310.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,811,200.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,830,450.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,1247,1.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,9243,-432.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,868,50.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,560,450.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,805,90.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,452,9.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,379,-52.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,563,1116.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,19582,200.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,2552,-3.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,565,450.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,985,1.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,28893,-35.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,11232,120.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,13510,10.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,13441,6.0,LOOT
32ff0fcb-27ad-4b91-b983-7418ea7319b6,561,-49.0,SUPPLY
32ff0fcb-27ad-4b91-b983-7418ea7319b6,566,800.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,830,400.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,19582,40.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,805,60.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,24364,1.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,561,-36.0,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,19677,1.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,560,75.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,379,-11.0,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,565,200.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,1747,168.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,9243,-197.0,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,13510,1.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,1303,1.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,2434,-11.75,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,23733,-3.0,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,11951,-1.5,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,452,3.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,892,300.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,2552,-1.5,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,28893,-19.0,SUPPLY
1c8fdc87-f390-4028-bf75-0e108d2b7f93,566,150.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,536,79.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,13441,3.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,995,898910.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,563,447.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,868,50.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,811,120.0,LOOT
1c8fdc87-f390-4028-bf75-0e108d2b7f93,4697,-183.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,22209,-1.5,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1751,11.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,21930,96.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1748,19.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1201,2.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,4697,-3.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,23733,-1.5,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,21946,-30.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,557,-40.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,13441,-29.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,9193,15.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1750,43.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,5304,1.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,2434,-5.25,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1988,266.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,21907,1.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,3144,-27.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,24949,-4.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,392,36.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,22124,22.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,824,165.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,29824,-1.5,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,556,-40.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,2552,-0.5,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,562,-20.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,450,59.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,995,24808.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,21944,-37.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1752,55.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,11232,50.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,563,-1.0,SUPPLY
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1616,2.0,LOOT
ce6b1809-8e34-4dda-81b7-2656b96c7ad3,1303,5.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,811,100.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,563,745.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,13441,8.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,566,150.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,560,450.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,9144,-266.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,11993,5.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,565,300.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,23733,-3.75,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,561,-29.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,805,90.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,1631,1.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,24364,1.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,379,-24.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,536,100.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,28893,-35.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,11232,40.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,892,450.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,452,3.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,2434,-15.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,11951,-2.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,1303,1.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,19582,40.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,868,25.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,11237,40.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,1079,1.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,830,400.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,2552,-1.875,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,4697,-150.0,SUPPLY
a8aa7734-1384-4129-bf5b-70b583e4ec15,13510,4.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,19677,1.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,1747,204.0,LOOT
a8aa7734-1384-4129-bf5b-70b583e4ec15,995,960826.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,563,720.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,1747,282.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,561,-49.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,9144,-412.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,868,75.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,811,80.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,11951,-2.5,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,19683,1.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,566,200.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,11232,120.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,995,1260430.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,830,500.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,805,60.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,379,-17.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,565,500.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,2552,-2.5,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,11237,160.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,4697,-245.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,536,132.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,452,3.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,2434,-20.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,560,675.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,892,525.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,13441,9.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,28893,-57.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,13510,3.0,LOOT
e12c3c34-7b65-46c5-9247-0808ea9a65de,23733,-5.0,SUPPLY
e12c3c34-7b65-46c5-9247-0808ea9a65de,1127,1.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,9144,-141.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,452,9.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,561,-16.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,868,25.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,805,30.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,566,200.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,2434,-8.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,28893,-24.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,13441,4.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,536,50.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,11951,-1.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,23733,-2.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,379,-5.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,565,100.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,2552,-1.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,2503,1.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,560,150.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,892,375.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,13510,4.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,1747,108.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,995,298342.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,830,150.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,4697,-81.0,SUPPLY
ffc28300-650f-4522-94e4-639fba71275b,811,40.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,11993,5.0,LOOT
ffc28300-650f-4522-94e4-639fba71275b,563,74.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,560,375.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,1247,2.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,379,-11.0,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,11237,160.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,565,50.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,805,60.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,4697,-87.0,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,536,1.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,23733,-3.25,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,561,-17.0,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,1747,146.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,24365,2.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,28893,-9.0,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,11951,-1.5,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,19582,160.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,892,450.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,563,448.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,995,362852.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,13441,7.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,9144,-270.0,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,13510,4.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,452,3.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,2434,-15.0,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,11993,20.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,2552,-1.125,SUPPLY
748f1a4f-a188-4350-a898-94692ec34823,830,300.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,566,250.0,LOOT
748f1a4f-a188-4350-a898-94692ec34823,811,40.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,830,50.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,13441,18.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,19582,80.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,565,250.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,379,-17.0,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,561,-16.0,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,13510,5.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,560,300.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,985,1.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,1163,2.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,11993,5.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,995,385991.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,811,120.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,1747,154.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,4697,-83.0,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,452,3.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,9144,-242.0,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,2434,-12.0,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,536,76.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,892,417.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,566,250.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,28893,-46.0,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,11951,-1.75,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,563,822.0,LOOT
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,2552,-1.5,SUPPLY
cbb2fcda-adfa-4a1b-8d3c-fe9ba28749d1,23733,-3.25,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,1303,2.0,LOOT
5870bc19-2697-4c0e-8843-1f6b162859bd,11237,29.0,LOOT
5870bc19-2697-4c0e-8843-1f6b162859bd,2552,-0.125,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,22124,6.0,LOOT
5870bc19-2697-4c0e-8843-1f6b162859bd,995,73171.0,LOOT
5870bc19-2697-4c0e-8843-1f6b162859bd,29134,-8.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,2434,-2.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,557,-8.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,556,-8.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,21944,-10.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,562,-4.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,24949,-3.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,3144,-6.0,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,9193,22.0,LOOT
5870bc19-2697-4c0e-8843-1f6b162859bd,11232,19.0,LOOT
5870bc19-2697-4c0e-8843-1f6b162859bd,22209,-0.5,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,29824,-0.5,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,23733,-0.5,SUPPLY
5870bc19-2697-4c0e-8843-1f6b162859bd,21946,-11.0,SUPPLY
0be11087-dcd6-44d3-a981-8c316b5cadb3,29824,-0.25,SUPPLY
0be11087-dcd6-44d3-a981-8c316b5cadb3,23733,-0.5,SUPPLY
