item_id,priced_days,volume_days,trailing_60d_total_val,trailing_60d_avg_daily_val,eligible,exclusion_reason,rank,selected,weighting_basis_sqrt_val,rebalance_date,item_name
562,60,60,237423428005,3957057133.4166665,True,,197.0,False,62905.14393447222,2026-03-02,Chaos rune
563,60,60,122637670301,2043961171.6833334,True,,294.0,False,45210.188803889476,2026-03-02,Law rune
564,60,60,70986804457,1183113407.6166666,True,,413.0,False,34396.41562164096,2026-03-02,Cosmic rune
565,60,60,839159115855,13985985264.25,True,,91.0,True,118262.35776547836,2026-03-02,Blood rune
566,60,60,685183466765,11419724446.083334,True,,103.0,False,106863.11078236181,2026-03-02,Soul rune
567,60,60,3418720214,56978670.233333334,True,,1168.0,False,7548.4217047892425,2026-03-02,Unpowered orb
569,60,60,16982799718,283046661.96666664,True,,737.0,False,16823.990667099963,2026-03-02,Fire orb
571,60,60,27393870882,456564514.7,True,,616.0,False,21367.370327206856,2026-03-02,Water orb
573,60,60,96217467451,1603624457.5166667,True,,354.0,False,40045.28009037603,2026-03-02,Air orb
575,60,60,28731390539,478856508.98333335,True,,603.0,False,21882.790246751745,2026-03-02,Earth orb
577,60,60,291745675,4862427.916666667,True,,2010.0,False,2205.0913624307423,2026-03-02,Blue wizard robe
579,60,60,111648003,1860800.05,True,,2382.0,False,1364.111450725343,2026-03-02,Blue wizard hat
581,60,60,85657284,1427621.4,True,,2487.0,False,1194.8311177735538,2026-03-02,Black robe
590,60,60,18872715,314545.25,True,,3103.0,False,560.8433381970406,2026-03-02,Tinderbox
592,60,60,287037231,4783953.85,True,,2018.0,False,2187.225148447228,2026-03-02,Ashes
596,60,60,1483866,24731.1,True,,3812.0,False,157.26124761046503,2026-03-02,Unlit torch
621,49,49,1364511,22741.85,True,,3826.0,False,150.80401188297344,2026-03-02,Ship ticket
626,60,60,15547030,259117.16666666666,True,,3163.0,False,509.03552593769587,2026-03-02,Pink boots
628,60,60,9847328,164122.13333333333,True,,3359.0,False,405.11989994732835,2026-03-02,Green boots
630,60,60,31585802,526430.0333333333,True,,2879.0,False,725.55498298429,2026-03-02,Blue boots
632,60,60,12024623,200410.38333333333,True,,3279.0,False,447.6721828898165,2026-03-02,Cream boots
634,60,60,6951308,115855.13333333333,True,,3477.0,False,340.3749892887745,2026-03-02,Turquoise boots
636,60,60,13563243,226054.05,True,,3220.0,False,475.45141707644535,2026-03-02,Pink robe top
638,60,60,23704890,395081.5,True,,3001.0,False,628.5550890733444,2026-03-02,Green robe top
640,60,60,27971663,466194.38333333336,True,,2944.0,False,682.7842875559845,2026-03-02,Blue robe top
642,60,60,13199148,219985.8,True,,3233.0,False,469.0264384872136,2026-03-02,Cream robe top
644,60,60,15999261,266654.35,True,,3158.0,False,516.3858537953959,2026-03-02,Turquoise robe top
646,60,60,782079,13034.65,True,,3878.0,False,114.16939169497225,2026-03-02,Pink robe bottoms
648,60,60,28136983,468949.7166666667,True,,2939.0,False,684.7990337804711,2026-03-02,Green robe bottoms
650,60,60,2488695,41478.25,True,,3728.0,False,203.66209760286768,2026-03-02,Blue robe bottoms
652,60,60,898972,14982.866666666667,True,,3865.0,False,122.40452061368758,2026-03-02,Cream robe bottoms
654,60,60,14763097,246051.61666666667,True,,3178.0,False,496.03590259845777,2026-03-02,Turquoise robe bottoms
656,60,60,24618388,410306.4666666667,True,,2986.0,False,640.5516893012356,2026-03-02,Pink hat
658,60,60,27522318,458705.3,True,,2949.0,False,677.2778602612077,2026-03-02,Green hat
660,60,60,13770045,229500.75,True,,3212.0,False,479.0623654598637,2026-03-02,Blue hat
662,60,60,62559512,1042658.5333333333,True,,2619.0,False,1021.1065239892131,2026-03-02,Cream hat
664,60,60,19797419,329956.98333333334,True,,3076.0,False,574.4188222310732,2026-03-02,Turquoise hat
751,60,60,474560791,7909346.516666667,True,,1834.0,False,2812.356043723246,2026-03-02,Gnomeball
753,60,60,53322705,888711.75,True,,2671.0,False,942.7150948192142,2026-03-02,Cadava berries
800,24,24,411613,6860.216666666666,False,Insufficient priced days (<45). Insufficient volume days (<40). ,,False,82.82642492988977,2026-03-02,Bronze thrownaxe
801,28,28,542784,9046.4,False,Insufficient priced days (<45). Insufficient volume days (<40). ,,False,95.1125648902394,2026-03-02,Iron thrownaxe
802,37,37,1550497,25841.616666666665,False,Insufficient priced days (<45). Insufficient volume days (<40). ,,False,160.75327886754494,2026-03-02,Steel thrownaxe
803,51,51,2910020,48500.333333333336,True,,3695.0,False,220.22791224850073,2026-03-02,Mithril thrownaxe
804,40,40,2268350,37805.833333333336,False,Insufficient priced days (<45). ,,False,194.43722208809027,2026-03-02,Adamant thrownaxe
805,60,60,1391934177,23198902.95,True,,1452.0,False,4816.523948866028,2026-03-02,Rune thrownaxe
806,60,60,455622863,7593714.383333334,True,,1852.0,False,2755.6694982042627,2026-03-02,Bronze dart
807,60,60,1439462630,23991043.833333332,True,,1446.0,False,4898.065315339652,2026-03-02,Iron dart
808,60,60,529208581,8820143.016666668,True,,1793.0,False,2969.8725589941846,2026-03-02,Steel dart
809,60,60,6963927108,116065451.8,True,,964.0,False,10773.367709309843,2026-03-02,Mithril dart
810,60,60,52720304846,878671747.4333333,True,,469.0,False,29642.397801684892,2026-03-02,Adamant dart
811,60,60,33652192251,560869870.85,True,,565.0,False,23682.691376826242,2026-03-02,Rune dart
812,12,12,50119259,835320.9833333333,False,Insufficient priced days (<45). Insufficient volume days (<40). ,,False,913.9589615148665,2026-03-02,Bronze dart(p)
813,16,16,326870,5447.833333333333,False,Insufficient priced days (<45). Insufficient volume days (<40). ,,False,73.80943932406839,2026-03-02,Iron dart (p)
814,18,18,11639463,193991.05,False,Insufficient priced days (<45). Insufficient volume days (<40). ,,False,440.44415082959154,2026-03-02,Steel dart(p)
815,51,51,22562308,376038.4666666667,True,,3024.0,False,613.2197539762288,2026-03-02,Mithril dart(p)
816,60,60,122201978,2036699.6333333333,True,,2360.0,False,1427.129858608996,2026-03-02,Adamant dart(p)
817,60,60,385491055,6424850.916666667,True,,1910.0,False,2534.728963156942,2026-03-02,Rune dart(p)
819,60,60,824915329,13748588.816666666,True,,1635.0,False,3707.9089547434505,2026-03-02,Bronze dart tip
820,60,60,2927295713,48788261.88333333,True,,1217.0,False,6984.859474845098,2026-03-02,Iron dart tip
821,60,60,8862398438,147706640.63333333,True,,901.0,False,12153.462084251274,2026-03-02,Steel dart tip
822,60,60,39921937672,665365627.8666667,True,,531.0,False,25794.68216254402,2026-03-02,Mithril dart tip
